Name,Type,Sub_Type,Faction,Prefixes,Suffixes,Food_Cost,Wood_Cost,Gold_Cost,Favor_Cost,Pop_Cost,Training_Time,Buildpoints,Hitpoints,Line_of_Sight,Attack_Type,Rate_of_fire,Bonus_Multiplier,Maximum_range,Hack_Damage,Pierce_Damage,Divine_Damage,Crush_Damage,Hack_Armor,Pierce_Armor,Crush_Armor,Velocity,Focus,Description,God_Of
village center egyptian,building,,,,,,350,350,,0,,150,1200,24,Ranged Attack,1,,18,,6,,,40,90,5,Immoveable,,Trains Villagers and is a drop site for all resources. Village Centers can be built anywhere on the map.,
village center greek,building,,,,,,350,350,,0,,150,1200,24,Ranged Attack,1,,18,,6,,,40,90,5,Immoveable,,Trains Villagers and is a drop site for all resources. Village Centers can be built anywhere on the map.,
village center japanese,building,,,,,,350,350,,0,,150,1200,24,Ranged Attack,1,,18,,6,,,40,90,5,Immoveable,,"The Village Center represents the establishment of a new village for strategic or resource gathering purposes. Village Centers can train Villagers and can be built anywhere on the map, but do not provide most of the other benefits that Town Centers do. You can only build Village Centers starting in the Classical Age.",
village center norse,building,,,,,,350,350,,0,,150,1200,24,Ranged Attack,1,,18,,6,,,40,90,5,Immoveable,,Trains Villagers and is a drop site for all resources. Village Centers can be built anywhere on the map.,
war hut,building,,,,,,75,20,,,,25,1200,9,,,,,,,,,40,90,5,,,infantry units.,
watermill,building,,,,,,25,,,0,,15,400,9,,,,,,,,,40,90,5,Immoveable,,A drop site where Commoners deposit Food and Wood that they have gathered.,
wonder aztec,building,,,,,5000,5000,5000,,,,,9999,9,,,,,,,,,40,90,5,Immoveable =,,power.,
wonder hades greek,building,,,,,5000,5000,5000,,0,,5400,9999,9,,,,,,,,,40,90,5,Immoveable,,,
wonder isis egyptian,building,,,,,5000,5000,5000,,0,,5400,9999,9,,,,,,,,,40,90,5,Immoveable,,"Constructing a Wonder advances you to the Wonder Age, where the Gods will reward you with great world ending power.",
wonder japanese,building,,,,,5000,5000,5000,,0,,5400,9999,9,,,,,,,,,40,90,5,Immoveable,,"Constructing a Wonder advances you to the Wonder Age, where the Gods will reward you with great world ending power.",
wonder kronos atlantean,building,,,,,5000,5000,5000,,0,,5400,9999,9,,,,,,,,,40,90,5,Immoveable,,,
wonder odin norse,building,,,,,5000,5000,5000,,0,,5400,9999,9,,,,,,,,,40,90,5,Immoveable,,"Constructing a Wonder advances you to the Wonder Age, where the Gods will reward you with great world ending power.",
wonder poseidon greek,building,,,,,5000,5000,5000,,0,,5400,9999,9,,,,,,,,,40,90,5,Immoveable,,,
wonder tsukuyomi japanese,building,,,,,5000,5000,5000,,0,,5400,9999,9,,,,,,,,,40,90,5,Immoveable,,,
wonder zeus greek,building,,,,,5000,5000,5000,,0,,5400,9999,9,,,,,,,,,40,90,5,Immoveable,,"Constructing a Wonder advances you to the Wonder Age, where the Gods will reward you with great world ending power.",
wonder,building,,,,,5000,5000,5000,,0,,5400,9999,9,,,,,,,,,40,90,5,Immoveable,,"Constructing a Wonder advances you to the Wonder Age, where the Gods will reward you with great world ending power.",
wooden wall aztec,building,,,,,,,3,,,,5,300,1,,,,,,,,,50,90,5,,,i i ill | iit click to place the wall.,
wooden wall chinese,building,,,,,,,3,,0,,5,300,1,,,,,,,,,50,90,5,Immoveable,,"Protects towns. Shift-click to place wall sections, and then click to place the wall.",
wooden wall connector atlantean,building,,,,,,,3,,0,,5,300,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall connector chinese,building,,,,,,,3,,0,,5,300,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall connector egyptian,building,,,,,,,3,,0,,5,300,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall connector greek,building,,,,,,,3,,0,,5,300,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall connector japanese,building,,,,,,,3,,0,,5,300,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall connector norse,building,,,,,,,3,,0,,5,300,1,,,,,,,,,50,90,5,Immoveable,,"Protects towns. Shift-click to place wall sections, and then click to place the wall.",
wooden wall egyptian,building,,,,,,,3,,0,,5,300,1,,,,,,,,,50,90,5,Immoveable,,"Protects towns. Shift-click to place wall sections, and then click to place the wall.",
wooden wall gate atlantean,building,,,,,,,15,,0,,15,500,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall gate chinese,building,,,,,,,15,,0,,15,500,1,,,,,,,,,50,90,5,Immoveable,,"Gates may be built as part of a Wall. Click on a length of Wall and then click ‘Build Gate' to replace it with a Gate. Your units and those of your allies will automatically open and close the Gate when passing through. Enemy troops can neither pass through nor open a Gate, and must destroy it to move beyond.",
wooden wall gate egyptian,building,,,,,,,15,,0,,15,500,1,,,,,,,,,50,90,5,Immoveable,,Gates provide access through walls.,
wooden wall gate greek,building,,,,,,,15,,0,,15,500,1,,,,,,,,,50,90,5,Immoveable,,Gates provide access through walls.,
wooden wall gate japanese,building,,,,,,,15,,0,,15,500,1,,,,,,,,,50,90,5,Immoveable,,Gates provide access through walls.,
wooden wall gate norse,building,,,,,,,15,,0,,15,500,1,,,,,,,,,50,90,5,Immoveable,,Gates provide access through walls.,
wooden wall greek,building,,,,,,,3,,0,,5,300,1,,,,,,,,,50,90,5,Immoveable,,"Protects towns. Shift-click to place wall sections, and then click to place the wall.",
wooden wall japanese,building,,,,,,,,,,,,,,,,,,,,,,,,,,,"Protects towns. Shift-click to place wall sections, and then click to place the wall.",
wooden wall long atlantean,building,,,,,,,15,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall long chinese,building,,,,,,,15,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall long egyptian,building,,,,,,,15,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall long japanese,building,,,,,,,15,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall meduim atlantean,building,,,,,,,9,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall meduim chinese,building,,,,,,,9,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall meduim egyptian,building,,,,,,,9,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall meduim greek,building,,,,,,,9,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall meduim japanese,building,,,,,,,9,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall meduim norse,building,,,,,,,9,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,"Protects towns. Shift-click to place wall sections, and then click to place the wall.",
wooden wall short atlantean,building,,,,,,,6,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall short chinese,building,,,,,,,6,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall short egyptian,building,,,,,,,6,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall short greek,building,,,,,,,6,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall short japanese,building,,,,,,,6,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,,
wooden wall small,building,,,,,,,6,,0,,15,600,1,,,,,,,,,50,90,5,Immoveable,,"Protects towns. Shift-click to place wall sections, and then click to place the wall.",
champiom of freyr (legend),,,,,,,,,,,,,,,,,,,,,,,,,,,,Infantry Legend. Good against myth units.,
abundance,tech,,,,,50,50,50,20,,45,,,,,,,,,,,,,,,,,"• Houtu blesses your dropsites that are on favored land,
(SAN increasing the amount of resources earned from each
“* *.1 deposit.
• Favored Land: Dropping off resources generate 5% more.
",
advanced defenses,tech,,,,,,250,150,15,,40,,,,,,,,,,,,,,,,,"• Houtu shares her defensive knowledge, improving Tower
and Baolei damage, range, and line of sight, and also
allowing you to upgrade wall towers into ranged towers.
• Sentry Tower: All Actions Damage (All Types) +25%
• Sentry Tower: Adds 2.00 to Ranged Attack Maximum
Range
• Sentry Tower: Adds 2.00 LOS
• Baolei: All Actions Damage (All Types) +25%
• Baolei: Adds 2.00 to Ranged Attack Maximum Range
• Baolei: Adds 2.00 LOS
",
advanced fortifications,tech,,,,,,600,600,,,30,,,,,,,,,,,,,,,,,"• Improves the damage and hack armor of your Hill Fort,
making them much more resistant to attacks from human
soldiers.
• Fortresses: All Actions Damage (All Types) •50%
• Fortresses: Vulnerability to Hack attacks -10%
",
advanced traps,tech,,,,,,200,200,,,30,,,,,,,,,,,,,,,,,"• Upgrade your Spike traps to Obsidian Spike Traps with
increased damage, and Smoke traps to Chilli Bomb Traps,
which have greater blinding and slowing effect.
• Spike Trap: All Actions Damage (All Types) +25%
• Smoke Trap: All Actions Damage (All Types) +25%
• Smoke Trap: Enemy vision reduced from -60% to -80%
« Smoke Trap: Enemy Unit movement speed reduction
increased from -20% to -40%
",
adze of wepwawet,tech,,,,,,,50,10,,40,,,,,,,,,,,,,,,,,"• Bast lends Laborers the Adze of Wepwawet, allowing
them to fell trees and gather Wood faster.
• Villager: Gather Work Rate for Wood +10%
• Villager: Adds 5.00 to Chop Attack Damage Bonus against
Tree
",
aegis shield,tech,,,,,,200,,20,,40,,,,,,,,,,,,,,,,,"• Athena's shield makes infantry more resistant to pierce
attacks, such as arrows.
• Infantry: Vulnerability to Pierce attacks -15%
",
alluvial clay,tech,,,,,140,,,10,,30,,,,,,,,,,,,,,,,,"• Prometheus increases the hitpoints of Prometheans and
their offspring, and makes Promethean Offspring more
numerous.
• Promethean: Hitpoints +20%
• Promethean Offspring: Hitpoints +20%
« Promethean: Adds 1 to Promethean Offspring spawning
upon Death
",
ambassadors,tech,,,,,,,250,,,30,,,,,,,,,,,,,,,,,"• Improves market exchange rates and reduces the tax on
sending resources to other players.
• Player: Tribute Penalty Removed
• Player: Market Buy penalty reduced by -25%.
• Player: Market Sell penalty reduced by -25%.
",
anastrophe,tech,,,,,,100,100,15,,30,,,,,,,,,,,,,,,,,,
architects,tech,,,,,400,500,,,,30,,,,,,,,,,,,,,,,,"hitpoints.
• Building: Hitpoints +30%
",
arctic winds,tech,,,,,,200,,10,,,,,,,,,,,,,,,,,,,"• Skadi enchants your Drekar with the icy arctic gal
allowing their attacks to slow down and even freeze
enemies.
• Dreki: Attacks slow Ships and Myth Units by 15% per hit,
when 100% slow is reached, target is frozen for 20 seconds.
",
argive patronage demeter,tech,,,,,200,,300,30,,40,,,,,,,,,,,,,,,,,"- Hera’s favor causes your Fortresses to periodically spawn
Amazon Archers for free.
• Fortress: Summon an Amazon Archer every 60 seconds
",
argive patronage zeus,tech,,,,,200,,300,30,,40,,,,,,,,,,,,,,,,,"• Fortress: Summon a Myrmidon every 60 seconds
",
argonauts,tech,,,,,,100,100,15,,30,,,,,,,,,,,,,,,,,"• Aphrodite grants you the Argo, a powerful heroic ship
that may be rebuilt if sunk.
• The Argo (Hero) enabled
",
ascetic practices,tech,,,,,,,180,15,,30,,,,,,,,,,,,,,,,,"• Hachiman upgrades Tengus to Tengu Masters, whose
improved Martial Strike ability has a greater leap distance
and more powerful effects.
• Tengu: Damage boost rate for Jump Attack +50%
• Tengu: Armor (Hack) boost rate for Jump Attack +15%
* Tengu: Armor (Pierce) boost rate for Jump Attack +15%
• Tengu: Adds 5.00 to Jump Attack Maximum Range
• Tengu: Adds 5.00 LOS
",
asper blood,tech,,,,,,,175,12,,40,,,,,,,,,,,,,,,,,"• Hekate allows your Lampades to transform enemy human
units into chickens.
« Lampades: Enables Transfiguration Attack Action
",
asymmetrical bows,tech,,,,,,200,,22,,30,,,,,,,,,,,,,,,,,"• Watatsumi increases the attack and range of your Yumi
Horse Archers.
• Yumi Horse Archer: All Actions Damage (All Types) +25%
• Yumi Horse Archer: Adds 2.00 to Ranged Attack
Maximum Range
• Yumi Horse Archer: Adds 2.00 LOS
",
atef crown,tech,,,,,,,200,20,,40,,,,,,,,,,,,,,,,,"• Osiris upgrades Mummies to Mummy Viziers, which have
improved hitpoints and attack, and grants their Minions a
longer lifespan.
• Mumny: Hitpoints +20%
« Mumny: Ranged Attack Damage (All Types) +40%
• Minion: Lifespan +100%
",
autumn of abundance,tech,,,,,,,200,30,,40,,,,,,,,,,,,,,,,,"• Rushou blesses Pixius, allowing them to earn food and
wood in addition to gold while trading.
• Pixiu: Sets Trade Work Rate for Food to 0.20
• Pixiu: Sets Trade Work Rate for Wood to 0.20
",
avenging spirit,tech,,,,,,,200,25,,30,,,,,,,,,,,,,,,,,,
axe of vengeance,tech,,,,,,150,,20,,40,,,,,,,,,,,,,,,,,"• Horus increases the attack of Axemen as they lose
hitpoints, and makes them stronger against buildings.
« Axeman: Adds 2.00 to Melee Attack Damage Bonus
against Building
• Axeman: For every 1% HP missing, modify Damage by
0.50%.
",
ballista tower,tech,,,,,500,800,,,,40,,,,,,,,,,,,,,,,,"• Sentry Tower: All Actions Damage (All Types) +50%
• Sentry Tower: Hitpoints +50%
",
ballistics,tech,,,,,,200,200,,,50,,,,,,,,,,,,,,,,,"• Ranged soldiers, ships, and fortifications fire more
| accurately at moving enemy targets.
• Ranged Soldier: Adds 3.00 to Track Rating
• Hero: Adds 3.00 to Track Rating
• Warship: Adds 3.00 to Track Rating
• Myth Unit: Adds 3.00 to Track Rating
• Building: Sets Track Rating to 99.00
",
beast slayer,tech,,,,,125,,125,20,,30,,,,,,,,,,,,,,,,,"• Artemis’ blessing improves the combat abilities of your
heroes against myth units.
• Hero: Adds 2.00 to All Actions Damage Bonus against
Myth Unit
",
berserkergang,tech,,,,,,,150,30,,40,,,,,,,,,,,,,,,,,"• Tyr instructs your Berserks in the Berserkergang, causing
them to regain hitpoints as they inflict damage against
enemy units.
• Berserk: Lifesteals for 35.00% of damage dealt by All
Actions against a Unit.
",
bite of the shark,tech,,,,,100,,,15,,40,,,,,,,,,,,,,,,,,"• Oceanus provides Murmillones and Fanatics with serrated
swords, increasing their attack and causing units that they
damage to continue bleeding out over time.
• Murmillo: Melee Attack Damage (All Types) +5%
• Murmillo (Hero): Melee Attack Damage (All Types) +5%
• Fanatic: Melee Attack Damage (All Types) +5%
• Fanatic (Hero): Melee Attack Damage (All Types) +5%
• Murmillo: Add 0.25 Divine damage over time towards
Unit (Excluding Siege) for 3.0 seconds.
• Murmillo (Hero): Add 0.25 Divine damage over time
towards Unit (Excluding Siege) for 3.0 seconds.
• Fanatic: Add 0.25 Divine damage over time towards Unit
(Excluding Siege) for 3.0 seconds.
• Fanatic (Hero): Add 0.25 Divine damage over time
towards Unit (Excluding Siege) for 3.0 seconds.
",
boiling oil,tech,,,,,100,300,,,,40,,,,,,,,,,,,,,,,,"• Sentry Tower: Enables Melee Attack Action
• Fortresses: Enables Melee Attack Action
",
bone bow,tech,,,,,,125,,20,,40,,,,,,,,,,,,,,,,,"• Sekhmet equips Chariot Archers with desert bone bows,
improving their range and line of sight.
• Chariot Archer: Adds 2.00 to Ranged Attack Maximum
Range
• Chariot Archer: Adds 2.00 LOS
",
book of thoth,tech,,,,,,300,,30,,40,,,,,,,,,,,,,,,,,"• Thoth's secrets allow your Laborers to gather Food, Wood,
and Gold faster.
• Villager: Gather Work Rate for Farm •10%
• Villager: Gather Work Rate for Huntable +10%
* Villager: Gather Work Rate for Herdable +10%
• Villager: Gather Work Rate for Berry Bush +10%
• Villager: Gather Work Rate for Wood +10%
• Villager: Gather Work Rate for Gold +10%
",
bottomless stomach,tech,,,,,250,,,20,,40,,,,,,,,,,,,,,,,,#NAME?,
bow saw,tech,,,,,250,,150,,,45,,,,,,,,,,,,,,,,,"• Villagers gather Wood faster and carry more.
• Villager: Gather Work Rate for Wood +15%
• Villager: Adds 5.00 to Wood Carry Capacity
",
bravery,tech,,,,,250,,,22,,40,,,,,,,,,,,,,,,,,"• Tyr drives Huskarls to do more damage, especially to
} buildings.
• Huskarl: Adds 1.25 to Melee Attack Damage Bonus
against Building
• Huskarl: Melee Attack Damage (All Types) +20%
",
bronze armor,tech,,,,,200,,150,,,40,,,,,,,,,,,,,,,,,"• Bronze armor improves human soldier, hero, and ship
resistance to hack attacks, such as swords. It also makes
ships more resistant to crush attacks, such as siege weapons.
• Human Soldier: Vulnerability to Hack attacks -10%
• Hero: Vulnerability to Hack attacks -15%
• Ship: Vulnerability to Hack attacks -10%
• Ship: Vulnerability to Crush attacks -10%
",
bronze shields,tech,,,,,,200,150,,,40,,,,,,,,,,,,,,,,,"• Bronze shields improve human soldier, hero, and ship
resistance to pierce attacks, such as arrows.
• Human Soldier: Vulnerability to Pierce attacks -10%
• Hero: Vulnerability to Pierce attacks -15%
• Ship: Vulnerability to Pierce attacks -10%
",
bronze wall atlantean,tech,,,,,400,,300,,,50,,,,,,,,,,,,,,,,,"• Upgrades Walls to Bronze Walls, which have more
hitpoints and line of sight.
• Wall: Hitpoints +100%
« Wall: Adds 2.00 LOS
",
bronze weapons,tech,,,,,200,,200,,,40,,,,,,,,,,,,,,,,,"• Bronze weapons improve the attack of all human soldiers,
heroes, ships, and buildings.
• Human Soldier: All Actions Damage (All Types) +10%
• Hero: All Actions Damage (All Types) +10%
• Ship: All Actions Damage (All Types) +10%
• Building: All Actions Damage (All Types) +10%
",
burning malevolence,tech,,,,,,,300,25,,40,,,,,,,,,,,,,,,,,"• Takemikazuchi upgrades Asuras to Asura Overlords, which
attack faster and use their Blazing Jealousy ability more
frequently.
Asura: Melee Attack Attack Interval -25%
• Asura: Ranged Attack Attack Interval -25%
",
burning pitch,tech,,,,,,500,300,,,40,,,,,,,,,,,,,,,,,"• Ranged soldiers and ships fire flaming missiles for greater
attack vs. buildings and ships.
• Ranged Soldier: Adds 3.00 to Ranged Attack Damage
Bonus against Building
• Throwing Axeman: Adds -2.00 to Ranged Attack Damage
Bonus against Building
• Arrow Ship: Adds 3.00 to Ranged Attack Damage Bonus
against Building
• Ranged Soldier: Adds 1.50 to Ranged Attack Damage
Bonus against Ship
• Arrow Ship: Ranged Attack Damage (All Types) +15%
• Centaur: Adds 3.00 to Ranged Attack Damage Bonus
against Building
« Medusa: Adds 3.00 to Ranged Attack Damage Bonus
against Building
• Satyr: Adds 3.00 to Ranged Attack Damage Bonus against
Building
• Draugr: Adds 3.00 to Ranged Attack Damage Bonus
against Building
",
burnt water,tech,,,,,,300,,20,,40,,,,,,,,,,,,,,,,,"• Tlaloc strengthens your fortifications, increasing their
hitpoints and allowing them to attack units beneath them
—_—=_ | with sacred fire-water.
• Sentry Tower: Enables Melee Attack Action
• Fortresses: Enables Melee Attack Action
• Buildings that shoot: Hitpoints +25%
",
call of valhalla,tech,,,,,150,,,20,,40,,,,,,,,,,,,,,,,,"• Bragi improves Berserk hitpoints, and grants you favor
when they fall in battle.
• Berserk: Hitpoints +10%
• Berserk: Resources returned on death: 0.5 Favor
",
